branch	go_direction	native	name	term_selected_gene_count	rss_gene_count	example_rss_genes	rss_fraction_of_term_genes	generic_label_filtered
WT/FF	up	GO:0001944	vasculature development	39	3	Adm2, Cited2, Serpine1	0.07692307692307693	False
WT/FF	up	GO:0006897	endocytosis	39	3	Rin1, Serpine1, Slamf1	0.07692307692307693	False
cKO/CRE	up	GO:0060627	regulation of vesicle-mediated transport	42	3	Gpr151, Serpine1, Slamf1	0.07142857142857142	False
WT/FF	up	GO:0035239	tube morphogenesis	45	3	Adm2, Cited2, Serpine1	0.06666666666666667	False
WT/FF	up	GO:0000122	negative regulation of transcription by RNA polymerase II	47	3	Ankrd1, Cited2, Satb2	0.06382978723404255	False
WT/FF	up	GO:0040007	growth	47	3	Ccn4, Cited2, Ucn	0.06382978723404255	False
WT/FF	up	GO:0001775	cell activation	48	3	Grp, Il6, Slamf1	0.0625	False
WT/FF	up	GO:0009725	response to hormone	48	3	Cited2, Ucn, Vgf	0.0625	False
cKO/CRE	up	GO:0006897	endocytosis	48	3	Rin1, Serpine1, Slamf1	0.0625	False
WT/FF	up	GO:0002684	positive regulation of immune system process	51	3	Il6, Serpine1, Slamf1	0.058823529411764705	False
WT/FF	up	GO:0140546	defense response to symbiont	51	3	Bpifc, Krt6a, Slamf1	0.058823529411764705	False
WT/FF	up	GO:0098657	import into cell	52	3	Rin1, Serpine1, Slamf1	0.057692307692307696	False
WT/FF	up	GO:0045597	positive regulation of cell differentiation	54	3	Ccn4, Il6, Serpine1	0.05555555555555555	False
cKO/CRE	up	GO:0001932	regulation of protein phosphorylation	58	3	ENSMUSG00000030223, Il6, Ucn	0.05172413793103448	False
WT/FF	up	GO:0007167	enzyme-linked receptor protein signaling pathway	59	3	Cited2, Fgf3, Plaur	0.05084745762711865	False
cKO/CRE	up	GO:0042325	regulation of phosphorylation	59	3	ENSMUSG00000030223, Il6, Ucn	0.05084745762711865	False
cKO/CRE	up	GO:0051093	negative regulation of developmental process	59	3	Fgf3, Il6, Serpine1	0.05084745762711865	False
WT/FF	up	GO:0045892	negative regulation of DNA-templated transcription	60	3	Ankrd1, Cited2, Satb2	0.05	False
WT/FF	up	GO:1902679	negative regulation of RNA biosynthetic process	60	3	Ankrd1, Cited2, Satb2	0.05	False
cKO/CRE	up	GO:0071363	cellular response to growth factor stimulus	61	3	Ankrd1, Fgf3, Il6	0.04918032786885246	False
WT/FF	up	GO:1901701	cellular response to oxygen-containing compound	62	3	Ankrd1, Il6, Serpine1	0.04838709677419355	False
cKO/CRE	up	GO:0000902	cell morphogenesis	62	3	ENSMUSG00000030223, Il6, Plppr4	0.04838709677419355	False
WT/FF	up	GO:0051253	negative regulation of RNA metabolic process	63	3	Ankrd1, Cited2, Satb2	0.047619047619047616	False
cKO/CRE	up	GO:0045087	innate immune response	63	3	Bpifc, ENSMUSG00000076434, Slamf1	0.047619047619047616	False
cKO/CRE	up	GO:0070848	response to growth factor	63	3	Ankrd1, Fgf3, Il6	0.047619047619047616	False
cKO/CRE	up	GO:0002684	positive regulation of immune system process	64	3	Il6, Serpine1, Slamf1	0.046875	False
cKO/CRE	up	GO:0098657	import into cell	64	3	Rin1, Serpine1, Slamf1	0.046875	False
cKO/CRE	up	GO:0019220	regulation of phosphate metabolic process	65	3	ENSMUSG00000030223, Il6, Ucn	0.046153846153846156	False
cKO/CRE	up	GO:0031399	regulation of protein modification process	65	3	ENSMUSG00000030223, Il6, Ucn	0.046153846153846156	False
cKO/CRE	up	GO:0051174	regulation of phosphorus metabolic process	65	3	ENSMUSG00000030223, Il6, Ucn	0.046153846153846156	False
cKO/CRE	up	GO:0022603	regulation of anatomical structure morphogenesis	66	3	Adm2, Il6, Serpine1	0.045454545454545456	False
cKO/CRE	up	GO:0035295	tube development	67	3	Adm2, Cckbr, Serpine1	0.04477611940298507	False
WT/FF	up	GO:0015031	protein transport	69	3	Ankrd1, Il6, Vgf	0.043478260869565216	False
WT/FF	up	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	69	3	Ankrd1, Cited2, Satb2	0.043478260869565216	False
cKO/CRE	up	GO:1901701	cellular response to oxygen-containing compound	75	3	Ankrd1, Il6, Serpine1	0.04	False
WT/FF	up	GO:0045184	establishment of protein localization	76	3	Ankrd1, Il6, Vgf	0.039473684210526314	False
WT/FF	up	GO:0002682	regulation of immune system process	77	3	Il6, Serpine1, Slamf1	0.03896103896103896	False
cKO/CRE	up	GO:0071495	cellular response to endogenous stimulus	83	3	Ankrd1, Fgf3, Il6	0.03614457831325301	False
cKO/CRE	up	GO:0040011	locomotion	84	3	ENSMUSG00000030223, Serpine1, Slamf1	0.03571428571428571	False
WT/FF	up	GO:0033554	cellular response to stress	85	3	Ankrd1, Cited2, Clca1	0.03529411764705882	False
WT/FF	up	GO:0045595	regulation of cell differentiation	86	3	Ccn4, Il6, Serpine1	0.03488372093023256	False
cKO/CRE	up	GO:2000026	regulation of multicellular organismal development	87	3	Adm2, Il6, Serpine1	0.034482758620689655	False
cKO/CRE	up	GO:0006468	protein phosphorylation	89	3	ENSMUSG00000030223, Il6, Ucn	0.033707865168539325	False
cKO/CRE	up	GO:0042592	homeostatic process	89	3	Cckbr, Il6, Vgf	0.033707865168539325	False
WT/FF	up	GO:0051649	establishment of localization in cell	90	3	Gpr151, Grp, Il6	0.03333333333333333	False
cKO/CRE	up	GO:0051094	positive regulation of developmental process	91	3	Adm2, Il6, Serpine1	0.03296703296703297	False
cKO/CRE	up	GO:0016310	phosphorylation	95	3	ENSMUSG00000030223, Il6, Ucn	0.031578947368421054	False
cKO/CRE	up	GO:0045893	positive regulation of DNA-templated transcription	100	3	Ankrd1, Il6, Ucn	0.03	False
cKO/CRE	up	GO:1902680	positive regulation of RNA biosynthetic process	100	3	Ankrd1, Il6, Ucn	0.03	False
cKO/CRE	up	GO:0051254	positive regulation of RNA metabolic process	105	3	Ankrd1, Il6, Ucn	0.02857142857142857	False
WT/FF	up	GO:0008104	protein localization	107	3	Ankrd1, Il6, Vgf	0.028037383177570093	False
WT/FF	up	GO:0070727	cellular macromolecule localization	108	3	Ankrd1, Il6, Vgf	0.027777777777777776	False
WT/FF	up	GO:0036211	protein modification process	112	3	Dusp9, Il6, Ucn	0.026785714285714284	False
cKO/CRE	up	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	113	3	Ankrd1, Il6, Ucn	0.02654867256637168	False
WT/FF	up	GO:0043412	macromolecule modification	116	3	Dusp9, Il6, Ucn	0.02586206896551724	False
WT/FF	up	GO:0006996	organelle organization	122	3	Krt6a, Plaur, Slamf1	0.02459016393442623	False
cKO/CRE	up	GO:0006357	regulation of transcription by RNA polymerase II	125	3	Ankrd1, Il6, Ucn	0.024	False
cKO/CRE	up	GO:0006366	transcription by RNA polymerase II	126	3	Ankrd1, Il6, Ucn	0.023809523809523808	False
cKO/CRE	up	GO:0006355	regulation of DNA-templated transcription	146	3	Ankrd1, Il6, Ucn	0.02054794520547945	False
cKO/CRE	up	GO:2001141	regulation of RNA biosynthetic process	147	3	Ankrd1, Il6, Ucn	0.02040816326530612	False
cKO/CRE	up	GO:0006351	DNA-templated transcription	149	3	Ankrd1, Il6, Ucn	0.020134228187919462	False
cKO/CRE	up	GO:0006996	organelle organization	159	3	Krt6a, Plaur, Slamf1	0.018867924528301886	False
cKO/CRE	up	GO:0051252	regulation of RNA metabolic process	161	3	Ankrd1, Il6, Ucn	0.018633540372670808	False
cKO/CRE	up	GO:0019219	regulation of nucleobase-containing compound metabolic process	174	3	Ankrd1, Il6, Ucn	0.017241379310344827	False
WT/FF	up	GO:0070555	response to interleukin-1	11	2	Ankrd1, Il6	0.18181818181818182	False
WT/FF	up	GO:0014910	regulation of smooth muscle cell migration	15	2	Ccn4, Serpine1	0.13333333333333333	False
cKO/CRE	up	GO:0018105	peptidyl-serine phosphorylation	15	2	Il6, Ucn	0.13333333333333333	False
WT/FF	up	GO:0014909	smooth muscle cell migration	16	2	Ccn4, Serpine1	0.125	False
cKO/CRE	up	GO:0018209	peptidyl-serine modification	16	2	Il6, Ucn	0.125	False
WT/FF	up	GO:0014812	muscle cell migration	17	2	Ccn4, Serpine1	0.11764705882352941	False
WT/FF	up	GO:0001649	osteoblast differentiation	19	2	Ccn4, Satb2	0.10526315789473684	False
WT/FF	up	GO:0045927	positive regulation of growth	20	2	Ccn4, Ucn	0.1	False
WT/FF	up	GO:0033002	muscle cell proliferation	21	2	Ccn4, Cited2	0.09523809523809523	False
WT/FF	up	GO:0043523	regulation of neuron apoptotic process	21	2	Il6, Ucn	0.09523809523809523	False
WT/FF	up	GO:0045765	regulation of angiogenesis	21	2	Adm2, Serpine1	0.09523809523809523	False
WT/FF	up	GO:1901342	regulation of vasculature development	21	2	Adm2, Serpine1	0.09523809523809523	False
WT/FF	up	GO:0030336	negative regulation of cell migration	22	2	Cited2, Serpine1	0.09090909090909091	False
WT/FF	up	GO:0050727	regulation of inflammatory response	22	2	Ccn4, Serpine1	0.09090909090909091	False
WT/FF	up	GO:0040013	negative regulation of locomotion	23	2	Cited2, Serpine1	0.08695652173913043	False
WT/FF	up	GO:0050890	cognition	23	2	Rin1, Ucn	0.08695652173913043	False
WT/FF	up	GO:0051402	neuron apoptotic process	23	2	Il6, Ucn	0.08695652173913043	False
WT/FF	up	GO:1904951	positive regulation of establishment of protein localization	23	2	Ankrd1, Il6	0.08695652173913043	False
WT/FF	up	GO:2000146	negative regulation of cell motility	23	2	Cited2, Serpine1	0.08695652173913043	False
WT/FF	up	GO:2001234	negative regulation of apoptotic signaling pathway	23	2	Plaur, Serpine1	0.08695652173913043	False
WT/FF	up	GO:0048511	rhythmic process	24	2	Cckbr, Il6	0.08333333333333333	False
cKO/CRE	up	GO:0010976	positive regulation of neuron projection development	24	2	Ankrd1, Il6	0.08333333333333333	False
cKO/CRE	up	GO:0045765	regulation of angiogenesis	24	2	Adm2, Serpine1	0.08333333333333333	False
cKO/CRE	up	GO:0051222	positive regulation of protein transport	24	2	Ankrd1, Il6	0.08333333333333333	False
cKO/CRE	up	GO:1901342	regulation of vasculature development	24	2	Adm2, Serpine1	0.08333333333333333	False
cKO/CRE	up	GO:0048511	rhythmic process	26	2	Cckbr, Il6	0.07692307692307693	False
WT/FF	up	GO:0031346	positive regulation of cell projection organization	27	2	Ankrd1, Il6	0.07407407407407407	False
cKO/CRE	up	GO:2001234	negative regulation of apoptotic signaling pathway	27	2	Plaur, Serpine1	0.07407407407407407	False
WT/FF	up	GO:0001934	positive regulation of protein phosphorylation	28	2	Il6, Ucn	0.07142857142857142	False
WT/FF	up	GO:0042327	positive regulation of phosphorylation	28	2	Il6, Ucn	0.07142857142857142	False
WT/FF	up	GO:0048638	regulation of developmental growth	28	2	Ccn4, Cited2	0.07142857142857142	False
WT/FF	up	GO:2001233	regulation of apoptotic signaling pathway	28	2	Plaur, Serpine1	0.07142857142857142	False
cKO/CRE	up	GO:0030162	regulation of proteolysis	28	2	Plaur, Serpine1	0.07142857142857142	False
cKO/CRE	up	GO:0032102	negative regulation of response to external stimulus	29	2	Plaur, Serpine1	0.06896551724137931	False
cKO/CRE	up	GO:1904951	positive regulation of establishment of protein localization	29	2	Ankrd1, Il6	0.06896551724137931	False
WT/FF	up	GO:0010562	positive regulation of phosphorus metabolic process	30	2	Il6, Ucn	0.06666666666666667	False
WT/FF	up	GO:0045937	positive regulation of phosphate metabolic process	30	2	Il6, Ucn	0.06666666666666667	False
WT/FF	up	GO:0051223	regulation of protein transport	30	2	Ankrd1, Il6	0.06666666666666667	False
cKO/CRE	up	GO:0006887	exocytosis	30	2	Gpr151, Grp	0.06666666666666667	False
WT/FF	up	GO:0010975	regulation of neuron projection development	31	2	Ankrd1, Il6	0.06451612903225806	False
WT/FF	up	GO:0031401	positive regulation of protein modification process	32	2	Il6, Ucn	0.0625	False
WT/FF	up	GO:0031667	response to nutrient levels	32	2	Ucn, Vgf	0.0625	False
cKO/CRE	up	GO:0050803	regulation of synapse structure or activity	32	2	ENSMUSG00000030223, Plppr4	0.0625	False
cKO/CRE	up	GO:0050807	regulation of synapse organization	32	2	ENSMUSG00000030223, Plppr4	0.0625	False
WT/FF	up	GO:0001525	angiogenesis	33	2	Adm2, Serpine1	0.06060606060606061	False
WT/FF	up	GO:0018193	peptidyl-amino acid modification	33	2	Il6, Ucn	0.06060606060606061	False
cKO/CRE	up	GO:0001934	positive regulation of protein phosphorylation	33	2	Il6, Ucn	0.06060606060606061	False
cKO/CRE	up	GO:0042327	positive regulation of phosphorylation	33	2	Il6, Ucn	0.06060606060606061	False
WT/FF	up	GO:0070201	regulation of establishment of protein localization	34	2	Ankrd1, Il6	0.058823529411764705	False
cKO/CRE	up	GO:2001233	regulation of apoptotic signaling pathway	35	2	Plaur, Serpine1	0.05714285714285714	False
WT/FF	up	GO:0050778	positive regulation of immune response	36	2	Il6, Slamf1	0.05555555555555555	False
WT/FF	up	GO:1903829	positive regulation of protein localization	36	2	Ankrd1, Il6	0.05555555555555555	False
cKO/CRE	up	GO:0051223	regulation of protein transport	36	2	Ankrd1, Il6	0.05555555555555555	False
cKO/CRE	up	GO:0061564	axon development	36	2	ENSMUSG00000030223, Plppr4	0.05555555555555555	False
cKO/CRE	up	GO:0010562	positive regulation of phosphorus metabolic process	37	2	Il6, Ucn	0.05405405405405406	False
cKO/CRE	up	GO:0045937	positive regulation of phosphate metabolic process	37	2	Il6, Ucn	0.05405405405405406	False
cKO/CRE	up	GO:0031401	positive regulation of protein modification process	38	2	Il6, Ucn	0.05263157894736842	False
WT/FF	up	GO:0008285	negative regulation of cell population proliferation	40	2	Cited2, Il6	0.05	False
WT/FF	up	GO:0048589	developmental growth	40	2	Ccn4, Cited2	0.05	False
cKO/CRE	up	GO:0001525	angiogenesis	40	2	Adm2, Serpine1	0.05	False
cKO/CRE	up	GO:0031346	positive regulation of cell projection organization	40	2	Ankrd1, Il6	0.05	False
cKO/CRE	up	GO:0032103	positive regulation of response to external stimulus	40	2	Serpine1, Slamf1	0.05	False
cKO/CRE	up	GO:1903829	positive regulation of protein localization	40	2	Ankrd1, Il6	0.05	False
WT/FF	up	GO:0043065	positive regulation of apoptotic process	41	2	Ankrd1, Grp	0.04878048780487805	False
WT/FF	up	GO:0120035	regulation of plasma membrane bounded cell projection organization	41	2	Ankrd1, Il6	0.04878048780487805	False
cKO/CRE	up	GO:0031667	response to nutrient levels	41	2	Ucn, Vgf	0.04878048780487805	False
cKO/CRE	up	GO:0070201	regulation of establishment of protein localization	41	2	Ankrd1, Il6	0.04878048780487805	False
WT/FF	up	GO:0031344	regulation of cell projection organization	42	2	Ankrd1, Il6	0.047619047619047616	False
WT/FF	up	GO:0043068	positive regulation of programmed cell death	42	2	Ankrd1, Grp	0.047619047619047616	False
cKO/CRE	up	GO:0048514	blood vessel morphogenesis	42	2	Adm2, Serpine1	0.047619047619047616	False
cKO/CRE	up	GO:0050808	synapse organization	42	2	ENSMUSG00000030223, Plppr4	0.047619047619047616	False
cKO/CRE	up	GO:0065009	regulation of molecular function	42	2	ENSMUSG00000030223, Grp	0.047619047619047616	False
WT/FF	up	GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	43	2	Fgf3, Plaur	0.046511627906976744	False
cKO/CRE	up	GO:0010975	regulation of neuron projection development	43	2	Ankrd1, Il6	0.046511627906976744	False
cKO/CRE	up	GO:0018193	peptidyl-amino acid modification	43	2	Il6, Ucn	0.046511627906976744	False
cKO/CRE	up	GO:0030335	positive regulation of cell migration	44	2	Serpine1, Slamf1	0.045454545454545456	False
cKO/CRE	up	GO:2000147	positive regulation of cell motility	44	2	Serpine1, Slamf1	0.045454545454545456	False
cKO/CRE	up	GO:0040017	positive regulation of locomotion	45	2	Serpine1, Slamf1	0.044444444444444446	False
WT/FF	up	GO:0001932	regulation of protein phosphorylation	46	2	Il6, Ucn	0.043478260869565216	False
WT/FF	up	GO:0050776	regulation of immune response	46	2	Il6, Slamf1	0.043478260869565216	False
cKO/CRE	up	GO:0050778	positive regulation of immune response	46	2	Il6, Slamf1	0.043478260869565216	False
cKO/CRE	up	GO:0051248	negative regulation of protein metabolic process	46	2	ENSMUSG00000030223, Serpine1	0.043478260869565216	False
WT/FF	up	GO:0042325	regulation of phosphorylation	47	2	Il6, Ucn	0.0425531914893617	False
WT/FF	up	GO:0097190	apoptotic signaling pathway	47	2	Plaur, Serpine1	0.0425531914893617	False
WT/FF	up	GO:1902532	negative regulation of intracellular signal transduction	47	2	Dusp9, Plaur	0.0425531914893617	False
WT/FF	up	GO:0051247	positive regulation of protein metabolic process	48	2	Il6, Ucn	0.041666666666666664	False
WT/FF	up	GO:0045087	innate immune response	49	2	Bpifc, Slamf1	0.04081632653061224	False
WT/FF	up	GO:0071345	cellular response to cytokine stimulus	49	2	Ankrd1, Il6	0.04081632653061224	False
cKO/CRE	up	GO:0001568	blood vessel development	49	2	Adm2, Serpine1	0.04081632653061224	False
cKO/CRE	up	GO:0043065	positive regulation of apoptotic process	49	2	Ankrd1, Grp	0.04081632653061224	False
cKO/CRE	up	GO:0043068	positive regulation of programmed cell death	50	2	Ankrd1, Grp	0.04	False
WT/FF	up	GO:0000902	cell morphogenesis	51	2	Il6, Plppr4	0.0392156862745098	False
WT/FF	up	GO:0019220	regulation of phosphate metabolic process	51	2	Il6, Ucn	0.0392156862745098	False
WT/FF	up	GO:0031399	regulation of protein modification process	51	2	Il6, Ucn	0.0392156862745098	False
WT/FF	up	GO:0051174	regulation of phosphorus metabolic process	51	2	Il6, Ucn	0.0392156862745098	False
cKO/CRE	up	GO:1902532	negative regulation of intracellular signal transduction	51	2	Dusp9, Plaur	0.0392156862745098	False
cKO/CRE	up	GO:0034330	cell junction organization	52	2	ENSMUSG00000030223, Plppr4	0.038461538461538464	False
cKO/CRE	up	GO:0001944	vasculature development	53	2	Adm2, Serpine1	0.03773584905660377	False
cKO/CRE	up	GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	53	2	Fgf3, Plaur	0.03773584905660377	False
cKO/CRE	up	GO:0030097	hemopoiesis	54	2	Il6, Slamf1	0.037037037037037035	False
cKO/CRE	up	GO:0097190	apoptotic signaling pathway	55	2	Plaur, Serpine1	0.03636363636363636	False
WT/FF	up	GO:0032880	regulation of protein localization	56	2	Ankrd1, Il6	0.03571428571428571	False
cKO/CRE	up	GO:0035239	tube morphogenesis	56	2	Adm2, Serpine1	0.03571428571428571	False
WT/FF	up	GO:0034097	response to cytokine	57	2	Ankrd1, Il6	0.03508771929824561	False
cKO/CRE	up	GO:0120035	regulation of plasma membrane bounded cell projection organization	57	2	Ankrd1, Il6	0.03508771929824561	False
WT/FF	up	GO:1901652	response to peptide	58	2	Ankrd1, Il6	0.034482758620689655	False
cKO/CRE	up	GO:0031344	regulation of cell projection organization	58	2	Ankrd1, Il6	0.034482758620689655	False
cKO/CRE	up	GO:0045597	positive regulation of cell differentiation	58	2	Il6, Serpine1	0.034482758620689655	False
cKO/CRE	up	GO:0050776	regulation of immune response	59	2	Il6, Slamf1	0.03389830508474576	False
cKO/CRE	up	GO:0051247	positive regulation of protein metabolic process	60	2	Il6, Ucn	0.03333333333333333	False
WT/FF	up	GO:0060341	regulation of cellular localization	61	2	Ankrd1, Il6	0.03278688524590164	False
WT/FF	up	GO:0006468	protein phosphorylation	67	2	Il6, Ucn	0.029850746268656716	False
cKO/CRE	up	GO:0048646	anatomical structure formation involved in morphogenesis	67	2	Adm2, Serpine1	0.029850746268656716	False
cKO/CRE	up	GO:0032880	regulation of protein localization	68	2	Ankrd1, Il6	0.029411764705882353	False
WT/FF	up	GO:0016310	phosphorylation	71	2	Il6, Ucn	0.028169014084507043	False
cKO/CRE	up	GO:0007167	enzyme-linked receptor protein signaling pathway	71	2	Fgf3, Plaur	0.028169014084507043	False
cKO/CRE	up	GO:0030334	regulation of cell migration	74	2	Serpine1, Slamf1	0.02702702702702703	False
cKO/CRE	up	GO:0060341	regulation of cellular localization	74	2	Ankrd1, Il6	0.02702702702702703	False
cKO/CRE	up	GO:2000145	regulation of cell motility	76	2	Serpine1, Slamf1	0.02631578947368421	False
cKO/CRE	up	GO:0040012	regulation of locomotion	78	2	Serpine1, Slamf1	0.02564102564102564	False
cKO/CRE	up	GO:0045944	positive regulation of transcription by RNA polymerase II	83	2	Il6, Ucn	0.024096385542168676	False
cKO/CRE	up	GO:0045595	regulation of cell differentiation	96	2	Il6, Serpine1	0.020833333333333332	False
cKO/CRE	up	GO:0033554	cellular response to stress	105	2	Ankrd1, Clca1	0.01904761904761905	False
WT/FF	up	GO:0045837	negative regulation of membrane potential	5	1	Il6	0.2	False
WT/FF	up	GO:0032740	positive regulation of interleukin-17 production	6	1	Il6	0.16666666666666666	False
WT/FF	up	GO:0032620	interleukin-17 production	7	1	Il6	0.14285714285714285	False
WT/FF	up	GO:0032660	regulation of interleukin-17 production	7	1	Il6	0.14285714285714285	False
WT/FF	up	GO:0070498	interleukin-1-mediated signaling pathway	7	1	Il6	0.14285714285714285	False
cKO/CRE	up	GO:0070498	interleukin-1-mediated signaling pathway	7	1	Il6	0.14285714285714285	False
WT/FF	up	GO:0014912	negative regulation of smooth muscle cell migration	8	1	Serpine1	0.125	False
cKO/CRE	up	GO:0014912	negative regulation of smooth muscle cell migration	8	1	Serpine1	0.125	False
cKO/CRE	up	GO:2000300	regulation of synaptic vesicle exocytosis	9	1	Gpr151	0.1111111111111111	False
WT/FF	up	GO:0051591	response to cAMP	11	1	Vgf	0.09090909090909091	False
WT/FF	up	GO:0008360	regulation of cell shape	13	1	Il6	0.07692307692307693	False
cKO/CRE	up	GO:0014910	regulation of smooth muscle cell migration	13	1	Serpine1	0.07692307692307693	False
cKO/CRE	up	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	13	1	Plaur	0.07692307692307693	False
WT/FF	up	GO:0045667	regulation of osteoblast differentiation	14	1	Ccn4	0.07142857142857142	False
WT/FF	up	GO:0046683	response to organophosphorus	14	1	Vgf	0.07142857142857142	False
cKO/CRE	up	GO:0014909	smooth muscle cell migration	14	1	Serpine1	0.07142857142857142	False
WT/FF	up	GO:0006606	protein import into nucleus	15	1	Il6	0.06666666666666667	False
WT/FF	up	GO:0014074	response to purine-containing compound	15	1	Vgf	0.06666666666666667	False
WT/FF	up	GO:0051170	import into nucleus	15	1	Il6	0.06666666666666667	False
cKO/CRE	up	GO:0014812	muscle cell migration	15	1	Serpine1	0.06666666666666667	False
WT/FF	up	GO:0048639	positive regulation of developmental growth	16	1	Ccn4	0.0625	False
cKO/CRE	up	GO:0045859	regulation of protein kinase activity	17	1	ENSMUSG00000030223	0.058823529411764705	False
cKO/CRE	up	GO:1900180	regulation of protein localization to nucleus	17	1	Il6	0.058823529411764705	False
WT/FF	up	GO:0007623	circadian rhythm	18	1	Il6	0.05555555555555555	False
cKO/CRE	up	GO:0043549	regulation of kinase activity	18	1	ENSMUSG00000030223	0.05555555555555555	False
cKO/CRE	up	GO:0006606	protein import into nucleus	19	1	Il6	0.05263157894736842	False
cKO/CRE	up	GO:0051170	import into nucleus	19	1	Il6	0.05263157894736842	False
WT/FF	up	GO:0007162	negative regulation of cell adhesion	20	1	Serpine1	0.05	False
WT/FF	up	GO:0022604	regulation of cell morphogenesis	20	1	Il6	0.05	False
WT/FF	up	GO:0050769	positive regulation of neurogenesis	20	1	Il6	0.05	False
WT/FF	up	GO:0099173	postsynapse organization	21	1	Plppr4	0.047619047619047616	False
cKO/CRE	up	GO:0001933	negative regulation of protein phosphorylation	21	1	ENSMUSG00000030223	0.047619047619047616	False
cKO/CRE	up	GO:0099175	regulation of postsynapse organization	21	1	Plppr4	0.047619047619047616	False
WT/FF	up	GO:0006913	nucleocytoplasmic transport	22	1	Il6	0.045454545454545456	False
WT/FF	up	GO:0051169	nuclear transport	22	1	Il6	0.045454545454545456	False
cKO/CRE	down	GO:0009966	regulation of signal transduction	22	1	ENSMUSG00000009633	0.045454545454545456	False
cKO/CRE	up	GO:0042326	negative regulation of phosphorylation	22	1	ENSMUSG00000030223	0.045454545454545456	False
cKO/CRE	up	GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	22	1	Il6	0.045454545454545456	False
cKO/CRE	up	GO:0071559	response to transforming growth factor beta	22	1	Ankrd1	0.045454545454545456	False
WT/FF	down	GO:0007399	nervous system development	23	1	Rnf112	0.043478260869565216	False
WT/FF	up	GO:0015849	organic acid transport	23	1	Slc10a6	0.043478260869565216	False
WT/FF	up	GO:0046942	carboxylic acid transport	23	1	Slc10a6	0.043478260869565216	False
cKO/CRE	up	GO:0007162	negative regulation of cell adhesion	23	1	Serpine1	0.043478260869565216	False
cKO/CRE	up	GO:0032386	regulation of intracellular transport	23	1	Il6	0.043478260869565216	False
cKO/CRE	up	GO:0022604	regulation of cell morphogenesis	24	1	Il6	0.041666666666666664	False
WT/FF	up	GO:0034762	regulation of transmembrane transport	25	1	Grp	0.04	False
cKO/CRE	down	GO:0010646	regulation of cell communication	25	1	ENSMUSG00000009633	0.04	False
cKO/CRE	down	GO:0023051	regulation of signaling	25	1	ENSMUSG00000009633	0.04	False
WT/FF	up	GO:0015711	organic anion transport	26	1	Slc10a6	0.038461538461538464	False
cKO/CRE	up	GO:0010563	negative regulation of phosphorus metabolic process	26	1	ENSMUSG00000030223	0.038461538461538464	False
cKO/CRE	up	GO:0031400	negative regulation of protein modification process	26	1	ENSMUSG00000030223	0.038461538461538464	False
cKO/CRE	up	GO:0045936	negative regulation of phosphate metabolic process	26	1	ENSMUSG00000030223	0.038461538461538464	False
WT/FF	up	GO:0002683	negative regulation of immune system process	27	1	Slamf1	0.037037037037037035	False
WT/FF	up	GO:0019221	cytokine-mediated signaling pathway	27	1	Il6	0.037037037037037035	False
cKO/CRE	up	GO:0006417	regulation of translation	27	1	Ucn	0.037037037037037035	False
cKO/CRE	up	GO:0030336	negative regulation of cell migration	27	1	Serpine1	0.037037037037037035	False
WT/FF	up	GO:0006979	response to oxidative stress	28	1	Ucn	0.03571428571428571	False
WT/FF	up	GO:0043434	response to peptide hormone	28	1	Vgf	0.03571428571428571	False
WT/FF	up	GO:0097193	intrinsic apoptotic signaling pathway	28	1	Plaur	0.03571428571428571	False
cKO/CRE	up	GO:0031589	cell-substrate adhesion	28	1	Serpine1	0.03571428571428571	False
cKO/CRE	up	GO:0034504	protein localization to nucleus	28	1	Il6	0.03571428571428571	False
cKO/CRE	up	GO:0040013	negative regulation of locomotion	28	1	Serpine1	0.03571428571428571	False
cKO/CRE	up	GO:2000146	negative regulation of cell motility	28	1	Serpine1	0.03571428571428571	False
cKO/CRE	up	GO:0006913	nucleocytoplasmic transport	29	1	Il6	0.034482758620689655	False
cKO/CRE	up	GO:0006979	response to oxidative stress	29	1	Ucn	0.034482758620689655	False
cKO/CRE	up	GO:0051169	nuclear transport	29	1	Il6	0.034482758620689655	False
cKO/CRE	up	GO:0099173	postsynapse organization	29	1	Plppr4	0.034482758620689655	False
WT/FF	up	GO:0010720	positive regulation of cell development	30	1	Il6	0.03333333333333333	False
WT/FF	up	GO:0050767	regulation of neurogenesis	30	1	Il6	0.03333333333333333	False
cKO/CRE	up	GO:0001503	ossification	31	1	Grp	0.03225806451612903	False
cKO/CRE	up	GO:0050767	regulation of neurogenesis	31	1	Il6	0.03225806451612903	False
cKO/CRE	up	GO:0043434	response to peptide hormone	32	1	Vgf	0.03125	False
cKO/CRE	up	GO:0097193	intrinsic apoptotic signaling pathway	32	1	Plaur	0.03125	False
WT/FF	up	GO:0051960	regulation of nervous system development	33	1	Il6	0.030303030303030304	False
WT/FF	up	GO:0090066	regulation of anatomical structure size	33	1	Ucn	0.030303030303030304	False
cKO/CRE	up	GO:0015711	organic anion transport	33	1	Slc10a6	0.030303030303030304	False
